method_family,corruption_fraction,confidence,intervention_id,target_node,value_raw,n,mean_mmd,std_mmd,median_mmd,min_mmd,max_mmd
soft_frobenius,0.0,0.0,do_X6_neg2,6,-2.0,7,0.2614613323896841,0.2522826849030997,0.22232726896177646,0.03948954146548478,0.6436951135283709
soft_frobenius,0.0,0.0,do_X6_pos2,6,2.0,7,0.25681617453819205,0.22851595365357577,0.2432559681585137,0.04673198004546614,0.6023127716216845
soft_frobenius,0.0,0.0,do_X7_neg2,7,-2.0,7,0.0941980526975869,0.07670242794705513,0.08759476487801038,0.007642754339354185,0.23591122968597678
soft_frobenius,0.0,0.0,do_X7_pos2,7,2.0,7,0.1010128701791314,0.09342256160879152,0.08963015602666385,0.007670988990831795,0.28836056704528706
soft_frobenius,0.0,0.0,do_X8_neg2,8,-2.0,7,0.056418711860067645,0.030382715768764515,0.05575884889264948,0.013984039285352412,0.11126216741794354
soft_frobenius,0.0,0.0,do_X8_pos2,8,2.0,7,0.05224754700472665,0.022132188774009975,0.053350138342991626,0.01786796832181825,0.08755063273529351
soft_frobenius,0.0,0.0,do_X9_neg2,9,-2.0,7,0.0932243784847097,0.08561361605346166,0.046124574770044446,0.0049240432119767585,0.24083037685550845
soft_frobenius,0.0,0.0,do_X9_pos2,9,2.0,7,0.10130105932019051,0.0956599852345151,0.04710942154950337,0.002331953390072805,0.25131586248230703
soft_frobenius,0.0,0.25,do_X0_neg2,0,-2.0,7,0.05652196599649403,0.06324305269080262,0.01664076131557235,0.005059085608144942,0.17191854687862573
soft_frobenius,0.0,0.25,do_X0_pos2,0,2.0,7,0.05764291293907401,0.07044233740281705,0.017138468366878545,0.006334655527114097,0.19894207960638643
soft_frobenius,0.0,0.25,do_X1_neg2,1,-2.0,7,0.07889591680699112,0.0845664265797452,0.06099636768243294,0.01200279182900732,0.2593994006724406
soft_frobenius,0.0,0.25,do_X1_pos2,1,2.0,7,0.07815298218323077,0.0920523712915299,0.06452638865280136,0.005325968732382114,0.27546401718942065
soft_frobenius,0.0,0.25,do_X2_neg2,2,-2.0,7,0.05687851343456097,0.04942657982158895,0.05472809922023647,0.006585959018545862,0.13428483485581894
soft_frobenius,0.0,0.25,do_X2_pos2,2,2.0,7,0.06037219751787757,0.05425888551621166,0.0550094357369692,0.009366455840271182,0.14864402657354697
soft_frobenius,0.0,0.25,do_X3_neg2,3,-2.0,7,0.14513167795616583,0.19030078188244554,0.090138606139742,0.03515775371817137,0.5702088369422971
soft_frobenius,0.0,0.25,do_X3_pos2,3,2.0,7,0.13870551290873392,0.1792832689359837,0.07138115411800128,0.03512328045136737,0.5381151808808731
soft_frobenius,0.0,0.25,do_X4_neg2,4,-2.0,7,0.1299895708253445,0.0923455367110951,0.07819847708966737,0.03304914497156736,0.24699301395666173
soft_frobenius,0.0,0.25,do_X4_pos2,4,2.0,7,0.12924010519131904,0.09193356050872199,0.08459039942902635,0.036575030634198535,0.2518139208938024
soft_frobenius,0.0,0.25,do_X5_neg2,5,-2.0,7,0.23079887965058837,0.2538062791465786,0.10579609602297729,0.015612435574629602,0.5812550610707503
soft_frobenius,0.0,0.25,do_X5_pos2,5,2.0,7,0.23677393238320285,0.2540736315380902,0.10167397957897328,0.019389670670952153,0.5977378778125766
soft_frobenius,0.0,0.25,do_X6_neg2,6,-2.0,7,0.26107435784541894,0.2523016532358176,0.22039392204250824,0.03906734624314623,0.6431730921302911
soft_frobenius,0.0,0.25,do_X6_pos2,6,2.0,7,0.25623628160018297,0.22852465220738544,0.23995384994517338,0.046716669296033964,0.6018480788086759
soft_frobenius,0.0,0.25,do_X7_neg2,7,-2.0,7,0.09397090066903346,0.07621425886701287,0.0875952613829642,0.007032725865478651,0.23410585155467922
soft_frobenius,0.0,0.25,do_X7_pos2,7,2.0,7,0.10083244554552347,0.09306135734369277,0.08961207346183292,0.007077521589205216,0.28708116025425945
soft_frobenius,0.0,0.25,do_X8_neg2,8,-2.0,7,0.056508262785677554,0.0303464583142974,0.055126084776684126,0.013985238279454248,0.11126240014494443
soft_frobenius,0.0,0.25,do_X8_pos2,8,2.0,7,0.05227183584767886,0.022103223738851915,0.053587189254602596,0.017869227643031393,0.08755253225451398
soft_frobenius,0.0,0.25,do_X9_neg2,9,-2.0,7,0.09340329420175908,0.08551005353250739,0.04738346140868205,0.004922055369462719,0.2408475541643627
soft_frobenius,0.0,0.25,do_X9_pos2,9,2.0,7,0.1014518594876238,0.09556857636267943,0.04801979537221074,0.002330795800521479,0.2513218752378839
